timestamp,transformer_id,voltage_l1,voltage_l2,current_l1,current_l2,frequency,thd_voltage,thd_current,oil_temp_top,oil_temp_bottom,h2_gas_ppm,ch4_gas_ppm,voltage_kv,power_mva,age_years,fault_type,severity,anomaly,criticality,transformer_type,load_factor
2025-09-24 09:24:50.773527,T132_744,131307.7,130510.3,0.16,0.18,50.001,2.52,1.45,37.4,33.4,48.8,35.3,132,83.7,23,healthy,0.0,0,0.115,power_132kv,0.464
2025-10-02 21:04:50.774527,T132_145,132515.8,134719.7,0.15,0.15,49.994,1.61,1.2,36.2,33.1,41.5,28.4,132,47.4,17,healthy,0.0,0,0.075,power_132kv,0.721
2025-09-25 22:33:50.774527,T400_528,401149.5,408760.4,0.45,0.46,49.981,1.87,1.64,34.0,30.0,41.0,26.2,400,385.2,19,healthy,0.0,0,0.079,transmission_400kv,0.782
2025-09-16 16:58:50.775530,T11_968,10915.3,10949.8,0.48,0.42,49.945,1.96,0.89,39.7,37.2,47.7,29.6,11,23.7,20,healthy,0.0,0,0.101,distribution_11kv,0.341
2025-09-13 16:52:50.775530,T132_728,132329.7,132997.3,0.21,0.22,50.043,2.07,1.35,20.0,18.0,47.4,31.4,132,84.4,24,healthy,0.0,0,0.11,power_132kv,0.576
2025-09-16 14:09:50.776528,T11_915,10762.8,10987.5,0.89,0.92,49.922,2.87,2.1,29.8,26.6,110.9,76.2,11,19.8,23,core_ground,0.305,1,0.416,distribution_11kv,0.86
2025-10-09 00:36:50.776528,T132_078,130050.5,135537.7,0.09,0.08,49.938,1.6,1.02,35.5,32.3,24.9,18.0,132,28.1,9,healthy,0.0,0,0.023,power_132kv,0.671
2025-09-29 04:40:50.777527,T400_273,404527.5,393425.2,0.11,0.12,50.068,1.46,1.09,21.1,18.2,26.5,17.2,400,131.2,10,healthy,0.0,0,0.025,transmission_400kv,0.594
2025-09-16 01:22:50.778527,T400_617,403662.4,402262.7,0.13,0.13,49.957,1.51,1.67,53.7,49.2,31.0,24.0,400,179.0,15,healthy,0.0,0,0.04,transmission_400kv,0.497
2025-09-13 23:32:50.778527,T400_828,399262.7,396897.7,0.11,0.11,50.007,3.02,1.69,34.5,31.7,66.9,48.4,400,112.5,37,healthy,0.0,0,0.204,transmission_400kv,0.671
2025-09-28 12:49:50.779527,T11_184,10866.3,11122.1,0.12,0.13,50.014,1.15,1.17,20.0,18.0,30.0,15.6,11,3.5,7,healthy,0.0,0,0.018,distribution_11kv,0.695
2025-10-06 18:51:50.779527,T400_363,397136.8,393974.0,0.42,0.45,49.976,1.93,1.18,35.1,32.4,34.8,25.9,400,403.4,15,healthy,0.0,0,0.051,transmission_400kv,0.751
2025-09-30 15:20:50.780527,T132_216,132596.7,130298.2,0.13,0.14,49.98,1.91,1.42,30.9,28.3,47.3,27.5,132,48.2,19,healthy,0.0,0,0.097,power_132kv,0.638
2025-09-16 18:52:50.780527,T400_892,403715.1,398563.0,0.27,0.29,49.998,2.93,1.51,22.8,20.1,64.4,40.5,400,310.0,32,healthy,0.0,0,0.184,transmission_400kv,0.646
2025-09-28 19:50:50.781531,T400_146,398051.5,394612.9,0.15,0.14,49.962,1.71,1.33,22.6,18.1,28.4,24.1,400,173.6,12,healthy,0.0,0,0.03,transmission_400kv,0.577
2025-09-18 16:41:50.782529,T132_458,131799.1,133085.6,0.14,0.14,50.041,1.87,1.48,28.5,25.2,35.3,24.4,132,41.5,14,healthy,0.0,0,0.05,power_132kv,0.751
2025-09-25 13:42:50.782529,T132_591,130779.0,130371.0,0.13,0.12,50.05,1.68,1.27,58.5,56.2,37.9,26.1,132,51.5,16,healthy,0.0,0,0.063,power_132kv,0.549
2025-10-09 04:11:50.783530,T400_450,402642.6,396986.1,0.19,0.2,49.913,1.54,1.48,42.7,39.5,39.6,26.2,400,150.6,17,healthy,0.0,0,0.07,transmission_400kv,0.872
2025-10-06 02:00:50.784530,T132_885,132199.2,131694.6,0.1,0.11,50.042,1.87,1.51,38.3,36.3,41.7,26.3,132,67.2,19,healthy,0.0,0,0.081,power_132kv,0.356
2025-09-30 02:38:50.784530,T400_395,401247.6,400213.2,0.09,0.1,49.999,1.84,1.25,29.0,25.6,38.2,22.5,400,124.9,13,healthy,0.0,0,0.056,transmission_400kv,0.546
2025-09-14 14:08:50.785527,T400_752,397096.7,400954.1,0.06,0.07,49.933,3.01,1.78,37.3,34.0,76.8,48.0,400,115.1,39,healthy,0.0,0,0.238,transmission_400kv,0.383
2025-09-20 02:37:50.785527,T400_206,403127.3,397607.4,0.06,0.07,49.943,2.09,1.58,27.4,23.8,51.7,34.6,400,114.1,24,healthy,0.0,0,0.123,transmission_400kv,0.423
2025-09-25 10:10:50.786527,T132_759,130997.0,133346.8,0.2,0.19,50.029,2.0,1.49,40.4,36.7,53.9,34.1,132,60.3,22,healthy,0.0,0,0.123,power_132kv,0.765
2025-09-19 11:49:50.786527,T132_296,131436.7,132699.3,0.31,0.29,50.001,2.75,1.74,43.4,41.2,92.5,56.4,132,95.2,16,axial_displacement,0.311,1,0.348,power_132kv,0.694
2025-10-06 16:27:50.787527,T11_537,10863.9,10856.1,0.18,0.17,49.958,3.74,2.85,37.2,34.7,171.2,117.2,11,5.7,25,axial_displacement,0.581,1,0.709,distribution_11kv,0.554
2025-09-16 22:56:50.787527,T400_642,393578.8,399405.2,0.45,0.41,49.995,4.99,3.06,48.7,46.6,234.7,156.5,400,423.3,27,winding_deformation,0.796,1,0.989,transmission_400kv,0.672
2025-09-14 07:54:50.788527,T132_039,132751.5,131424.2,0.09,0.09,49.982,2.53,1.33,33.1,30.6,50.2,32.4,132,71.7,22,healthy,0.0,0,0.116,power_132kv,0.289
2025-10-05 06:59:50.789527,T400_407,393204.0,403436.4,0.2,0.2,50.002,3.51,2.3,44.5,42.4,145.0,97.4,400,210.3,27,radial_displacement,0.401,1,0.566,transmission_400kv,0.644
2025-10-11 18:08:50.789527,T400_457,394640.3,392765.3,0.09,0.1,49.992,2.38,1.42,24.5,20.9,48.5,33.2,400,112.0,21,healthy,0.0,0,0.108,transmission_400kv,0.588
2025-10-03 07:12:50.790527,T132_216,130256.9,131756.0,0.11,0.11,50.014,2.39,1.51,24.8,20.0,59.8,42.6,132,69.0,18,axial_displacement,0.111,1,0.177,power_132kv,0.386
2025-10-07 06:05:50.790527,T400_621,396473.8,390905.5,0.21,0.2,49.989,1.91,1.35,31.4,28.3,45.3,29.4,400,313.1,19,healthy,0.0,0,0.091,transmission_400kv,0.457
2025-09-18 15:29:50.791527,T400_653,393402.0,400733.3,0.09,0.09,50.005,2.91,2.17,38.9,34.4,69.7,46.5,400,130.0,37,healthy,0.0,0,0.212,transmission_400kv,0.468
2025-09-28 18:08:50.791527,T132_723,131787.6,131409.5,0.09,0.09,50.003,2.68,1.83,44.1,40.9,101.1,68.0,132,34.6,22,axial_displacement,0.276,1,0.373,power_132kv,0.601
2025-09-22 15:13:50.792527,T400_030,397899.5,406717.4,0.25,0.21,50.065,4.81,3.1,39.4,36.9,247.0,166.6,400,379.3,32,winding_deformation,0.74,1,1.0,transmission_400kv,0.392
2025-10-01 19:46:50.792527,T400_971,401607.7,402736.7,0.14,0.15,50.074,1.04,1.39,23.4,19.1,34.7,18.1,400,189.9,11,healthy,0.0,0,0.041,transmission_400kv,0.553
2025-09-23 12:49:50.793527,T400_020,399351.2,394084.0,0.17,0.17,49.943,3.38,2.0,40.7,38.6,110.0,73.7,400,136.1,17,axial_displacement,0.419,1,0.447,transmission_400kv,0.828
2025-09-28 19:34:50.794527,T11_173,10799.3,10998.8,0.81,0.8,49.976,2.87,1.1,41.0,38.9,45.9,28.8,11,19.7,22,healthy,0.0,0,0.106,distribution_11kv,0.779
2025-09-27 21:47:50.794527,T132_683,128746.6,131997.8,0.06,0.06,50.005,3.05,2.11,40.3,35.4,104.4,70.7,132,33.4,23,axial_displacement,0.292,1,0.393,power_132kv,0.431
2025-09-22 00:40:50.795527,T400_996,396727.2,397787.4,0.09,0.09,50.073,3.98,3.0,56.9,53.8,197.2,132.6,400,107.4,36,radial_displacement,0.462,1,0.765,transmission_400kv,0.557
2025-10-09 15:47:50.795527,T11_779,11167.9,10878.5,0.08,0.07,50.006,2.13,1.18,37.4,34.5,45.7,30.1,11,3.2,19,healthy,0.0,0,0.093,distribution_11kv,0.435
2025-09-29 02:23:50.796527,T11_244,10927.6,11044.1,0.36,0.37,49.971,2.35,1.66,24.9,21.2,50.8,29.5,11,19.2,23,healthy,0.0,0,0.119,distribution_11kv,0.366
2025-09-24 08:17:50.796527,T132_799,134968.8,132944.0,0.25,0.24,50.036,1.64,0.9,32.3,27.7,33.3,21.7,132,88.2,12,healthy,0.0,0,0.04,power_132kv,0.654
2025-10-08 17:56:50.797531,T132_250,133366.1,130932.9,0.23,0.24,49.976,2.36,1.24,26.2,24.0,42.4,32.4,132,79.2,20,healthy,0.0,0,0.088,power_132kv,0.686
2025-10-10 11:53:50.797531,T400_769,403148.4,403253.2,0.18,0.18,49.981,2.59,1.72,45.0,42.2,63.2,44.9,400,239.9,33,healthy,0.0,0,0.181,transmission_400kv,0.536
2025-09-26 10:00:50.798532,T11_572,11015.9,11170.8,0.66,0.64,49.979,3.17,2.0,39.8,34.8,118.6,82.4,11,13.2,19,core_ground,0.453,1,0.489,distribution_11kv,0.919
2025-09-24 03:42:50.799529,T400_470,400895.0,402013.8,0.13,0.14,50.079,1.86,1.25,25.6,22.8,40.8,29.4,400,213.6,19,healthy,0.0,0,0.078,transmission_400kv,0.439
2025-09-20 13:50:50.800529,T11_271,10835.7,10922.9,0.63,0.62,50.05,3.6,2.3,45.4,41.0,133.3,87.1,11,18.9,17,core_ground,0.537,1,0.562,distribution_11kv,0.602
2025-10-09 06:30:50.800529,T132_294,134633.6,132090.7,0.11,0.11,50.058,1.48,0.94,38.6,36.1,31.1,20.9,132,34.6,11,healthy,0.0,0,0.031,power_132kv,0.737
2025-09-22 00:14:50.801528,T400_436,396599.7,402244.6,0.29,0.28,49.975,2.74,1.91,35.0,31.4,71.4,50.7,400,310.8,17,winding_deformation,0.233,1,0.259,transmission_400kv,0.632
2025-09-30 18:35:50.801528,T400_557,400605.8,409295.1,0.14,0.15,50.001,2.34,1.79,26.5,21.8,48.1,37.2,400,176.1,28,healthy,0.0,0,0.124,transmission_400kv,0.562
2025-09-13 15:13:50.802527,T400_884,405557.9,398316.1,0.39,0.4,49.993,2.4,1.52,44.8,42.6,62.0,39.7,400,402.5,31,healthy,0.0,0,0.171,transmission_400kv,0.669
2025-09-19 14:19:50.802527,T400_411,400808.1,399050.2,0.51,0.49,50.007,2.61,1.5,61.3,56.6,56.6,36.2,400,478.6,29,healthy,0.0,0,0.163,transmission_400kv,0.723
2025-10-04 09:53:50.803527,T11_022,10887.2,10825.2,0.21,0.2,50.04,2.05,1.65,39.1,36.7,51.4,35.8,11,5.5,25,healthy,0.0,0,0.124,distribution_11kv,0.699
2025-10-04 08:51:50.804527,T132_610,131741.8,131138.8,0.23,0.22,49.994,1.58,1.11,28.1,23.8,36.9,19.0,132,59.6,14,healthy,0.0,0,0.055,power_132kv,0.873
2025-09-14 11:41:50.804527,T400_297,404334.3,403189.1,0.23,0.22,49.932,3.59,2.45,46.2,42.3,139.7,94.4,400,416.8,26,radial_displacement,0.401,1,0.549,transmission_400kv,0.367
2025-10-06 12:33:50.805527,T11_324,10948.6,10943.1,0.76,0.73,49.917,4.02,2.23,37.0,33.3,166.7,113.6,11,22.7,26,winding_deformation,0.525,1,0.678,distribution_11kv,0.578
2025-09-15 09:03:50.805527,T11_488,10749.9,11053.6,0.65,0.59,50.063,3.87,2.46,54.6,49.9,136.7,89.2,11,12.7,16,radial_displacement,0.6,1,0.597,distribution_11kv,0.885
2025-10-09 22:23:50.806527,T11_774,10962.3,10754.0,0.66,0.63,50.043,2.3,1.69,35.1,30.4,58.0,41.9,11,13.2,5,axial_displacement,0.399,1,0.254,distribution_11kv,0.947
2025-09-29 02:37:50.806527,T132_375,129999.2,135395.7,0.14,0.13,50.136,2.57,1.91,36.2,34.0,71.5,50.4,132,44.4,9,axial_displacement,0.384,1,0.299,power_132kv,0.64
2025-10-05 17:57:50.807527,T132_565,131793.0,133425.8,0.09,0.09,50.026,1.44,1.05,20.0,18.0,29.5,18.4,132,49.1,8,healthy,0.0,0,0.02,power_132kv,0.424
2025-09-29 19:21:50.808527,T11_835,10929.9,10972.1,0.67,0.59,49.898,3.49,2.18,50.7,48.4,118.0,81.2,11,14.9,19,axial_displacement,0.452,1,0.489,distribution_11kv,0.772
2025-09-28 21:40:50.808527,T11_938,11229.6,11021.2,0.34,0.33,49.945,1.98,1.59,47.1,42.5,53.7,29.4,11,12.2,22,healthy,0.0,0,0.123,distribution_11kv,0.514
2025-10-05 14:50:50.809527,T132_815,132105.5,133187.1,0.07,0.07,49.97,1.28,1.1,20.4,18.0,26.4,22.9,132,57.8,10,healthy,0.0,0,0.025,power_132kv,0.278
2025-09-22 03:49:50.809527,T132_622,133600.4,134450.1,0.33,0.33,50.085,1.71,1.13,27.2,24.9,24.4,16.7,132,86.1,10,healthy,0.0,0,0.025,power_132kv,0.859
2025-09-18 04:28:50.810529,T11_134,11036.8,10781.7,0.37,0.4,50.026,3.28,2.28,58.7,56.4,122.0,83.3,11,21.1,24,radial_displacement,0.361,1,0.475,distribution_11kv,0.359
2025-10-12 06:46:50.810529,T400_650,398896.2,384181.6,0.56,0.53,50.06,2.8,1.98,53.8,49.8,69.8,52.2,400,427.3,39,healthy,0.0,0,0.216,transmission_400kv,0.847
2025-09-29 01:30:50.811527,T132_082,131055.1,129410.5,0.15,0.15,50.063,1.5,1.09,30.2,26.4,39.2,24.1,132,62.8,13,healthy,0.0,0,0.059,power_132kv,0.527
2025-10-09 10:07:50.811527,T400_433,400717.1,400421.4,0.11,0.11,50.047,2.7,1.52,37.0,34.4,63.5,40.9,400,100.3,35,healthy,0.0,0,0.188,transmission_400kv,0.785
2025-09-25 08:49:50.812527,T11_825,10946.9,11078.0,0.39,0.39,50.015,1.8,1.19,43.0,38.6,30.1,24.4,11,19.4,12,healthy,0.0,0,0.03,distribution_11kv,0.393
2025-09-29 19:27:50.812527,T400_354,399408.0,397293.8,0.05,0.05,50.033,1.3,1.08,26.1,23.9,26.4,21.1,400,145.2,10,healthy,0.0,0,0.025,transmission_400kv,0.238
2025-09-15 14:36:50.813527,T11_648,11106.5,11128.6,0.15,0.15,49.962,1.51,1.46,27.4,25.0,39.1,24.4,11,6.0,15,healthy,0.0,0,0.064,distribution_11kv,0.484
2025-10-05 17:06:50.814527,T132_665,131326.3,134027.2,0.14,0.15,49.973,2.07,1.48,44.5,40.3,45.0,32.9,132,45.0,21,healthy,0.0,0,0.096,power_132kv,0.733
2025-09-18 10:15:50.814527,T400_101,401989.3,394846.7,0.37,0.37,50.049,2.32,1.41,34.2,29.3,47.3,35.1,400,386.0,23,healthy,0.0,0,0.109,transmission_400kv,0.651
2025-09-15 17:39:50.815533,T132_981,130977.1,132098.3,0.19,0.19,49.979,1.55,1.23,37.2,32.2,37.3,21.4,132,51.6,15,healthy,0.0,0,0.058,power_132kv,0.803
2025-09-30 07:22:50.816530,T132_779,129267.0,131200.8,0.12,0.11,50.047,2.97,1.94,41.6,38.3,104.5,66.7,132,97.5,18,shorted_turns,0.346,1,0.402,power_132kv,0.261
2025-10-11 22:38:50.816530,T11_681,10887.1,11090.7,0.34,0.33,50.041,2.6,1.77,37.5,32.9,64.3,37.3,11,10.4,29,healthy,0.0,0,0.174,distribution_11kv,0.657
2025-10-01 04:34:50.817530,T11_815,11132.3,10973.2,0.02,0.02,49.991,1.68,0.99,20.0,18.0,28.7,14.5,11,1.2,9,healthy,0.0,0,0.023,distribution_11kv,0.353
2025-09-15 22:47:50.818531,T400_319,397678.4,409748.7,0.26,0.27,50.002,2.6,1.7,41.6,37.7,56.1,38.4,400,290.4,29,healthy,0.0,0,0.151,transmission_400kv,0.596
2025-09-29 15:28:50.818531,T11_038,11093.7,11103.4,0.17,0.18,49.957,1.88,1.66,37.3,34.8,50.9,33.1,11,5.7,21,healthy,0.0,0,0.112,distribution_11kv,0.581
2025-10-12 14:19:50.819530,T11_759,10681.7,11057.5,0.66,0.65,50.034,4.64,2.99,43.2,40.3,202.3,134.7,11,21.2,26,radial_displacement,0.677,1,0.844,distribution_11kv,0.604
2025-09-16 23:28:50.819530,T400_868,402218.5,400838.1,0.29,0.29,49.957,1.83,1.53,35.8,31.9,46.4,31.1,400,334.7,24,healthy,0.0,0,0.107,transmission_400kv,0.603
2025-09-24 02:40:50.820527,T400_597,395588.9,397794.2,0.18,0.2,50.034,2.62,1.57,30.3,26.9,61.5,39.5,400,355.5,30,healthy,0.0,0,0.169,transmission_400kv,0.384
2025-10-10 19:04:50.820527,T400_163,400161.3,399152.6,0.51,0.5,49.904,1.68,1.16,26.3,21.8,34.0,24.6,400,401.0,11,healthy,0.0,0,0.039,transmission_400kv,0.834
2025-09-22 20:58:50.821528,T11_094,11110.3,11183.6,0.68,0.68,49.971,1.94,1.23,22.0,18.0,44.4,27.8,11,22.8,18,healthy,0.0,0,0.086,distribution_11kv,0.568
2025-10-01 07:14:50.821528,T400_956,397526.3,397028.0,0.36,0.35,50.038,1.97,1.11,21.7,19.4,30.0,21.3,400,499.1,11,healthy,0.0,0,0.028,transmission_400kv,0.487
2025-09-27 14:56:50.822527,T400_394,387486.8,405534.8,0.13,0.14,49.962,3.44,2.5,42.6,39.8,105.5,72.0,400,371.9,10,radial_displacement,0.659,1,0.513,transmission_400kv,0.264
2025-09-29 04:31:50.823527,T400_399,394061.5,401178.9,0.63,0.6,49.976,2.53,1.68,30.5,28.2,61.8,42.6,400,485.7,33,healthy,0.0,0,0.177,transmission_400kv,0.883
2025-10-01 03:50:50.823527,T400_355,395485.9,399381.3,0.41,0.43,50.067,1.62,0.99,20.7,18.5,26.5,20.6,400,467.2,11,healthy,0.0,0,0.028,transmission_400kv,0.644
2025-09-17 16:20:50.824527,T132_046,130417.9,133417.3,0.05,0.05,49.992,1.59,1.06,27.8,23.3,39.4,23.0,132,25.5,14,healthy,0.0,0,0.062,power_132kv,0.447
2025-10-12 18:40:50.824527,T11_430,11049.1,11064.5,0.67,0.66,50.032,1.3,1.55,48.8,45.5,35.0,19.0,11,23.6,13,healthy,0.0,0,0.047,distribution_11kv,0.564
2025-09-16 16:38:50.825527,T11_189,11008.1,10910.0,0.25,0.28,49.992,2.11,1.39,45.8,42.0,46.5,30.5,11,8.2,12,axial_displacement,0.134,1,0.132,distribution_11kv,0.641
2025-09-18 00:53:50.825527,T400_956,396824.5,404063.7,0.52,0.52,49.952,2.42,1.72,42.9,38.9,71.6,46.3,400,414.9,20,radial_displacement,0.152,1,0.232,transmission_400kv,0.835
2025-09-26 12:57:50.826527,T132_141,131271.9,132491.6,0.28,0.26,49.891,1.9,1.51,28.6,24.0,48.1,34.5,132,77.0,23,healthy,0.0,0,0.109,power_132kv,0.789
2025-09-28 19:52:50.826527,T132_529,133998.0,132697.1,0.15,0.16,49.936,1.85,1.43,38.3,33.9,42.8,28.8,132,49.0,19,healthy,0.0,0,0.084,power_132kv,0.713
2025-10-01 18:36:50.827527,T11_983,10855.9,10857.1,0.19,0.18,49.908,1.64,1.27,23.4,18.4,32.4,22.6,11,5.0,12,healthy,0.0,0,0.037,distribution_11kv,0.685
2025-10-06 05:30:50.828527,T400_695,405889.1,402441.8,0.4,0.42,50.059,2.8,1.88,28.5,25.3,62.1,41.6,400,438.1,34,healthy,0.0,0,0.182,transmission_400kv,0.651
2025-10-12 20:34:50.828527,T400_538,400309.2,392863.8,0.06,0.06,49.998,1.57,1.14,36.2,31.8,33.2,21.4,400,127.7,12,healthy,0.0,0,0.039,transmission_400kv,0.316
2025-10-12 07:32:50.829527,T400_426,391459.9,405752.3,0.07,0.07,50.003,1.5,1.2,21.5,18.0,31.4,21.8,400,137.6,11,healthy,0.0,0,0.031,transmission_400kv,0.36
2025-10-03 19:59:50.829527,T400_191,397305.0,398661.3,0.23,0.22,50.051,3.16,2.12,37.4,33.3,119.4,76.0,400,235.4,18,axial_displacement,0.441,1,0.484,transmission_400kv,0.679
2025-10-11 09:49:50.830527,T400_768,398423.7,394979.7,0.17,0.16,50.016,2.9,1.62,40.9,38.1,61.2,35.6,400,125.6,27,healthy,0.0,0,0.162,transmission_400kv,0.902
2025-09-14 21:29:50.830527,T400_897,402068.2,402690.5,0.27,0.25,49.937,3.77,2.25,42.3,39.1,124.4,89.2,400,388.4,37,winding_deformation,0.219,1,0.461,transmission_400kv,0.48
2025-09-17 14:45:50.831530,T11_968,10890.7,11061.8,0.22,0.22,49.915,2.6,2.06,28.1,25.2,87.4,58.4,11,6.6,12,radial_displacement,0.403,1,0.359,distribution_11kv,0.625
2025-10-11 12:32:50.831530,T132_824,129840.7,129104.0,0.37,0.36,50.018,3.38,2.38,48.4,46.0,123.7,84.3,132,95.5,20,axial_displacement,0.445,1,0.505,power_132kv,0.885
2025-09-20 03:23:50.832533,T11_956,10818.5,11145.2,0.54,0.53,50.065,3.35,2.48,30.2,26.8,130.1,88.1,11,22.6,25,radial_displacement,0.375,1,0.507,distribution_11kv,0.446
2025-09-26 20:47:50.833535,T400_055,398015.9,401383.2,0.21,0.23,49.989,1.5,1.26,26.4,21.8,38.1,20.3,400,367.1,11,healthy,0.0,0,0.051,transmission_400kv,0.423
2025-09-19 16:23:50.834530,T132_709,131133.7,132064.4,0.24,0.2,50.061,2.96,2.17,52.9,49.8,95.6,61.9,132,73.6,11,radial_displacement,0.49,1,0.417,power_132kv,0.65
2025-09-17 14:02:50.834530,T132_405,130702.7,134243.1,0.15,0.15,49.923,4.2,3.05,57.4,54.7,182.8,122.1,132,42.2,20,winding_deformation,0.755,1,0.802,power_132kv,0.793
2025-10-10 01:29:50.835527,T132_103,131669.5,132759.6,0.08,0.07,49.99,2.04,0.96,27.0,24.2,42.0,27.9,132,44.3,18,healthy,0.0,0,0.08,power_132kv,0.388
2025-09-13 15:00:50.835527,T400_096,396987.5,404184.6,0.29,0.27,49.962,3.42,2.21,56.0,51.7,118.4,74.6,400,304.9,24,axial_displacement,0.334,1,0.455,transmission_400kv,0.648
2025-09-29 04:08:50.836531,T11_715,10758.8,10999.3,0.29,0.26,49.983,4.02,2.52,40.8,38.1,169.4,113.5,11,7.7,29,axial_displacement,0.476,1,0.674,distribution_11kv,0.712
2025-09-26 21:44:50.836531,T132_187,129445.7,130193.6,0.12,0.12,49.926,2.98,2.22,43.5,38.6,102.0,66.6,132,36.8,17,winding_deformation,0.378,1,0.406,power_132kv,0.703
2025-10-12 23:35:50.837531,T132_436,130633.6,133562.4,0.14,0.12,49.974,3.13,2.58,42.7,38.7,104.7,67.0,132,43.8,9,shorted_turns,0.679,1,0.515,power_132kv,0.639
2025-10-10 16:31:50.838527,T400_413,401296.1,397696.5,0.45,0.39,50.007,2.07,1.16,44.7,42.4,48.2,32.4,400,450.0,25,healthy,0.0,0,0.115,transmission_400kv,0.643
2025-09-18 23:39:50.838527,T11_788,10797.3,10857.7,0.43,0.37,49.984,1.71,1.11,21.2,18.0,41.7,24.7,11,21.5,19,healthy,0.0,0,0.081,distribution_11kv,0.361
2025-09-14 18:38:50.839527,T400_646,402793.2,399075.4,0.42,0.43,49.984,2.59,1.83,33.2,29.5,63.4,36.7,400,471.9,30,healthy,0.0,0,0.174,transmission_400kv,0.602
2025-10-05 13:20:50.839527,T132_918,132727.6,131121.8,0.11,0.11,49.999,1.48,1.18,25.3,20.7,35.6,25.3,132,30.6,12,healthy,0.0,0,0.046,power_132kv,0.836
2025-10-12 19:24:50.840527,T11_208,10880.4,11073.3,0.58,0.61,49.941,2.77,1.74,52.6,47.8,92.3,62.5,11,22.7,16,axial_displacement,0.348,1,0.362,distribution_11kv,0.5
2025-09-23 08:23:50.840527,T132_681,130197.2,132524.4,0.17,0.16,50.036,2.08,1.34,23.6,20.1,44.3,26.3,132,44.8,15,healthy,0.0,0,0.079,power_132kv,0.867
2025-10-06 14:49:50.841527,T400_359,407179.9,401282.2,0.35,0.36,49.974,1.98,1.22,29.6,27.4,42.2,29.7,400,357.4,18,healthy,0.0,0,0.08,transmission_400kv,0.689
2025-09-18 00:14:50.841527,T11_031,10889.4,11053.9,0.06,0.06,50.049,2.31,1.33,23.7,21.7,59.1,35.9,11,3.1,26,healthy,0.0,0,0.15,distribution_11kv,0.382
2025-09-21 22:56:50.842527,T400_755,402820.7,393688.5,0.28,0.28,50.006,2.02,1.53,20.0,18.0,51.4,33.4,400,351.9,23,healthy,0.0,0,0.119,transmission_400kv,0.542
2025-10-05 20:12:50.843527,T132_919,131310.7,132459.3,0.15,0.14,50.041,3.7,2.51,56.6,51.6,138.3,93.6,132,34.5,15,core_ground,0.677,1,0.629,power_132kv,0.887
2025-10-07 07:39:50.843527,T400_810,398973.8,399096.0,0.13,0.12,50.031,1.4,1.43,31.1,27.8,33.2,28.5,400,326.1,16,healthy,0.0,0,0.049,transmission_400kv,0.248
2025-09-21 16:04:50.844529,T11_374,10810.7,11066.9,0.38,0.37,49.95,2.03,1.4,32.8,30.4,49.1,34.0,11,17.9,23,healthy,0.0,0,0.112,distribution_11kv,0.384
2025-09-18 18:55:50.844529,T400_115,389057.3,402697.1,0.41,0.36,50.021,4.05,2.68,39.1,35.0,150.4,99.0,400,442.2,16,core_ground,0.728,1,0.688,transmission_400kv,0.549
2025-09-30 06:48:50.845527,T11_570,10945.1,11079.1,0.19,0.19,49.99,1.54,0.9,20.0,18.0,32.8,17.9,11,9.7,10,healthy,0.0,0,0.033,distribution_11kv,0.365
2025-09-25 03:06:50.845527,T132_138,131135.7,134197.8,0.16,0.16,50.117,2.51,1.79,38.8,36.4,73.7,51.8,132,60.3,16,axial_displacement,0.241,1,0.264,power_132kv,0.598
2025-09-29 18:11:50.846530,T400_295,407098.8,399641.0,0.13,0.13,50.05,2.71,1.81,32.0,29.6,62.8,40.3,400,116.7,30,healthy,0.0,0,0.173,transmission_400kv,0.779
2025-10-12 19:00:50.846530,T132_229,131464.2,131746.4,0.14,0.14,50.03,1.9,1.14,27.3,24.7,30.4,20.2,132,45.1,11,healthy,0.0,0,0.029,power_132kv,0.711
2025-10-06 13:41:50.847531,T400_458,403697.9,398728.9,0.31,0.3,50.047,2.86,1.77,30.4,28.2,88.3,65.5,400,371.5,23,axial_displacement,0.228,1,0.32,transmission_400kv,0.56
2025-09-17 19:04:50.848527,T132_329,131976.6,132409.0,0.12,0.13,50.01,1.95,1.33,21.0,18.0,48.8,29.0,132,67.5,22,healthy,0.0,0,0.109,power_132kv,0.432
2025-10-07 04:20:50.848527,T400_613,401931.3,402147.8,0.2,0.2,50.023,2.56,1.87,21.5,18.6,55.9,41.9,400,298.0,28,healthy,0.0,0,0.148,transmission_400kv,0.463
2025-09-22 00:44:50.849535,T400_084,398313.2,394772.9,0.28,0.28,50.021,1.76,1.48,22.1,18.9,31.4,19.7,400,462.5,12,healthy,0.0,0,0.034,transmission_400kv,0.414
2025-09-25 16:51:50.849535,T11_281,10765.5,11220.4,0.23,0.22,49.957,1.75,1.56,20.0,18.0,31.3,18.8,11,10.5,6,axial_displacement,0.106,1,0.061,distribution_11kv,0.4
2025-09-30 22:11:50.850540,T11_994,10822.2,11068.7,0.35,0.33,49.956,4.59,3.2,56.0,51.7,235.0,155.9,11,17.2,29,core_ground,0.737,1,0.969,distribution_11kv,0.379
2025-10-12 19:40:50.851533,T400_449,397376.2,395353.8,0.66,0.67,50.014,2.78,1.7,46.6,43.8,66.9,44.7,400,484.3,33,healthy,0.0,0,0.193,transmission_400kv,0.936
